ID Number,First Name,Last Name,Gender,Date of Birth,Age,Immigration Status,Country of Origin,Passport Number,Visa Type,Visa Issue Date,Visa Expiry Date,Permit Number,Asylum Status,Email,Phone Number,Address,City,Province,Postal Code,Occupation,Language,Years in SA
'PR43867586,Thandeka,Mnqayi,Female,1992-03-22,33,Temporary Visa,Zimbabwe,ZI843663,Relative's Visa,2024-11-26,2034-11-24,PER95928,N/A,hlongwanenomathalente@co.zw,2487630433,"7325 Thomas Isitaladi, Musina, 5126",Potchefstroom,KwaZulu-Natal,5435,"Biochemist, clinical",Zulu,10
'4705151843014,Gugu,Ayize,Female,1947-05-15,78,Citizen,South Africa,76327927,N/A,N/A,N/A,N/A,N/A,dumisani08@africa.com,+1-815-531-4049x471,"5314 William Indlela, Potchefstroom, 9950",Paarl,Western Cape,6330,Proofreader,Zulu,N/A
'8502069964077,Mandlakhe,Shoyisa,Male,1985-02-06,40,Citizen,South Africa,97937593,N/A,N/A,N/A,N/A,N/A,musambokazi@za.net,(527)611-0578x43349,"62 West Indawo, eThekwini, 7667",Kathu,Northern Cape,1708,Air broker,Zulu,N/A
'4509127703050,Minenhle,Mawewe,Male,1945-09-12,80,Citizen,South Africa,65570622,N/A,N/A,N/A,N/A,N/A,rmajozi@africa.com,+1-774-524-6161x9497,"165 Frere Umgwaqo, Vanderbijlpark, 7384",Rustenburg,Western Cape,2600,Medical technical officer,Zulu,N/A
'5205042967004,Mnqobi,Khonjwayo,Female,1952-05-04,73,Asylum Seeker,South Africa,45468972,N/A,N/A,N/A,N/A,N/A,londiwe47@africa.com,839.510.8488,"7220 Elizabeth Isitaladi, Kathu, 3863",Tembisa,Eastern Cape,8283,"Engineer, maintenance",Zulu,N/A
'7309149931065,Thando,Mahlobo,Male,1973-09-14,51,Citizen,South Africa,58109195,N/A,N/A,N/A,N/A,N/A,nenenomvula@za.net,+1-561-548-8804,"385 Milner Ithafa, George, 2507",iKapa,North West,1138,Chief Financial Officer,Zulu,N/A
'PR90594205,Marthe,Moulin,Female,2004-08-09,21,Temporary Visa,United Kingdom,136173398,Retirement Visa,2024-08-06,2034-08-04,PER71286,N/A,kcollin@uk.com,0586223720,"59, rue Bernard, 41535 Saint Inès",Lebonnec,KwaZulu-Natal,03806,salesman,French,3
'0010297303037,Vusumuzi,Makhanya,Male,2000-10-29,24,Permanent Resident,South Africa,39521991,N/A,N/A,N/A,N/A,N/A,zinhle80@co.za,836.465.8501x0570,"2968 Short Indlela, Sasolburg, 7817",Welkom,Western Cape,5119,Equality and diversity officer,Zulu,N/A
'6505110183045,Dumisani,Ludonga,Female,1965-05-11,60,Citizen,South Africa,95323101,N/A,N/A,N/A,N/A,N/A,siphesihlemzilankatha@co.za,6744429748,"580 Elizabeth Indlela, iBhayi, 6274",Witbank,KwaZulu-Natal,5736,Proofreader,Zulu,N/A
'5712285255008,Musa,Macingwane,Male,1957-12-28,67,Citizen,South Africa,77860694,N/A,N/A,N/A,N/A,N/A,vusumuzi50@za.net,(273)551-2599x77316,"2485 Commissioner Indawo, iKapa, 6113",Middelburg,Mpumalanga,6117,Public librarian,Zulu,N/A
'PR71485689,Suzanne,Köhler,Female,1993-09-04,32,Citizen,Germany,280168757,Business Visa,2025-03-13,2035-03-11,PER88450,N/A,krokerfranka@de,05084 99883,"Gülsen-Hoffmann-Allee 78, 72350 Gunzenhausen",Göttingen,Mpumalanga,38525,Bankkaufmann,German,20
'4303158966000,Njabulo,Gcumisa,Male,1943-03-15,82,Permanent Resident,South Africa,30648389,N/A,N/A,N/A,N/A,N/A,gabhezithabisa@africa.com,726.583.4165x040,"4779 Victoria Isitaladi, Sasolburg, 8986",Klerksdorp,KwaZulu-Natal,5780,Clinical cytogeneticist,Zulu,N/A
'AS390353,Zenzele,Mafulela,Male,1973-01-10,52,Citizen,Zimbabwe,ZI706326,Asylum Seeker Permit,2022-10-07,2024-10-06,ASP59557,Interview Scheduled,nnene@co.zw,+1-443-970-4852x778,"4094 Main Umgwaqo, Boksburg, 5236",Kathu,Mpumalanga,2473,Advertising art director,Zulu,3
'TV98982,Aimé,Petitjean,Male,1981-03-04,44,Citizen,Democratic Republic of Congo,86727713,Business Visa,2025-01-03,2026-10-24,VIS15490,N/A,denisede-sousa@org,+33 3 44 42 08 06,"74, rue Pénélope Lebreton, 56105 Duval",Saint Denis,North West,12374,attaché d'administration,French,2
'4312173627003,Thembile,Ndima,Female,1943-12-17,81,Citizen,South Africa,14380701,N/A,N/A,N/A,N/A,N/A,vusumuzimshazi@co.za,(984)445-6787x563,"591 Gandhi Indawo, Mahikeng, 1210",Kathu,Free State,9412,Control and instrumentation engineer,Zulu,N/A
'7009152051003,Nomathemba,Hlongwa,Female,1970-09-15,54,Permanent Resident,South Africa,31363498,N/A,N/A,N/A,N/A,N/A,sibusiso04@za.net,001-648-919-3553,"88 Milner Isitaladi, Witbank, 3749",Bloemfontein,Gauteng,3072,Race relations officer,Zulu,N/A
'PR74488657,Nobantu,Nyathi,Female,1971-11-14,53,Citizen,Ghana,G5509574,Study Visa,2025-01-07,2035-01-05,PER67100,N/A,amahlemdakane@com.gh,(507)985-9099x89149,"18 Victoria Indawo, Welkom, 1131",Bethlehem,Free State,4028,Quality manager,Zulu,8
'PR64022266,Céline,Aubert,Female,1981-07-22,44,Citizen,United Kingdom,812777375,Retirement Visa,2024-01-22,2034-01-19,PER73973,N/A,dominique14@uk.com,0255520083,"75, rue de Berger, 89175 Lacroix",Martel-les-Bains,Northern Cape,04186,danseur,French,12
'4005084932070,Thandazile,Bantwini,Female,1940-05-08,85,Citizen,South Africa,55143744,N/A,N/A,N/A,N/A,N/A,sibongilenyathi@africa.com,322-635-0551,"2559 York Ithafa, Benoni, 1469",iKapa,Eastern Cape,1264,Industrial/product designer,Zulu,N/A
'4403059337012,Mcebisi,Sikwayo,Male,1944-03-05,81,Asylum Seeker,South Africa,11041246,N/A,N/A,N/A,N/A,N/A,mathibelanokulunga@africa.com,978.509.7437x918,"46 Jan Smuts Isitaladi, Klerksdorp, 3120",Middelburg,Limpopo,2986,Mining engineer,Zulu,N/A
'8707132535021,Olwethu,Mabaso,Female,1987-07-13,38,Citizen,South Africa,84776972,N/A,N/A,N/A,N/A,N/A,bhekizizwe89@africa.com,(969)456-8888,"990 Churchill Indawo, Uitenhage, 5922",Vanderbijlpark,Northern Cape,3641,Energy engineer,Zulu,N/A
'6911019648033,Nhlanhla,Gabela,Male,1969-11-01,55,Citizen,South Africa,59765312,N/A,N/A,N/A,N/A,N/A,mhlophelondiwe@za.net,001-674-772-8074x5269,"106 Paul Kruger Indawo, Mahikeng, 1100",iKapa,Free State,6760,Geoscientist,Zulu,N/A
'7902251969026,Nonjabulo,Ndabase,Female,1979-02-25,46,Asylum Seeker,South Africa,41536941,N/A,N/A,N/A,N/A,N/A,tholenobuhle@za.net,8415165680,"552 Oxford Indlela, Welkom, 7529",Kathu,KwaZulu-Natal,3135,Advertising art director,Zulu,N/A
'PR23468674,Leandro,Antunes,Male,1973-07-09,52,Citizen,Mozambique,MO497479,Retirement Visa,2022-09-28,2032-09-25,PER63804,N/A,brancogabriel@co.mz,(351) 937915489,"R. da Asprela, 36, 9323-265 Caldas da Rainha",Odivelas,Mpumalanga,3017-594,Técnico de radioterapia,Portuguese,4
'8910053676001,Thabisa,Maluleka,Female,1989-10-05,35,Citizen,South Africa,29012342,N/A,N/A,N/A,N/A,N/A,vmngwengwe@africa.com,6793540795,"8319 Main Umgwaqo, Welkom, 1674",Benoni,Northern Cape,1973,Recycling officer,Zulu,N/A
'8109047565007,SimphiweyiNkosi,Mathebela,Male,1981-09-04,44,Citizen,South Africa,95054433,N/A,N/A,N/A,N/A,N/A,vdube@co.za,3126327717,"6205 Nelson Mandela Ithafa, Mbombela, 6535",uMgungundlovu,Limpopo,2065,Software engineer,Zulu,N/A
'8306197490087,Langalibalele,Gazu,Male,1983-06-19,42,Asylum Seeker,South Africa,48596700,N/A,N/A,N/A,N/A,N/A,gugulethu06@africa.com,+1-306-672-7823,"8137 Walter Sisulu Indawo, eThekwini, 2260",Potchefstroom,KwaZulu-Natal,5090,Sports development officer,Zulu,N/A
'PR34017990,Sandile,Gugushe,Male,1974-11-02,50,Citizen,Ethiopia,40760335,Retirement Visa,2024-08-19,2034-08-17,PER92821,N/A,cnjapha@net,907.923.0104x905,"86 Edward Indawo, Mbombela, 5749",Chatsworth,Western Cape,5196,Teaching laboratory technician,Zulu,13
'4212176946080,Njabulo,Mawewe,Male,1942-12-17,82,Temporary Visa,South Africa,41310453,N/A,N/A,N/A,N/A,N/A,nomusandandali@co.za,4796514593,"611 Cecil Ithafa, Vereeniging, 1082",iKapa,Gauteng,9363,"Librarian, public",Zulu,N/A
'5206201442090,Siphesihle,Ntuli,Female,1952-06-20,73,Citizen,South Africa,52360428,N/A,N/A,N/A,N/A,N/A,bhekizizwethango@co.za,425.739.4967x7381,"9653 James Umgwaqo, Randfontein, 6505",Paarl,KwaZulu-Natal,4806,"Merchandiser, retail",Zulu,N/A
'PR48589274,Nhlanhla,Ndlela,Male,1977-12-03,47,Citizen,Somalia,40605032,Work Visa,2022-11-08,2032-11-05,PER29785,N/A,sibonelo86@net,(878)529-8618,"355 George Ithafa, Krugersdorp, 7771",Randfontein,Limpopo,8459,Building control surveyor,Zulu,11
'AS909617,Charles,Gilbert,Male,1989-01-18,36,Asylum Seeker,United States,503365650,Asylum Seeker Permit,2024-04-28,2026-04-28,ASP94362,Refugee Status Granted,margaud34@com,0255624003,"93, chemin de Baron, 54259 Saint Nicolenec",Sainte Nicole,Limpopo,54494,salesman,French,1
'TV45410,Nozizwe,Bhengu,Female,1989-02-06,36,Citizen,Zimbabwe,ZI357533,Critical Skills Visa,2025-04-18,2026-01-31,VIS43717,N/A,mzilathabisa@zimbabwe.com,(723)276-8009,"129 William Isitaladi, Centurion, 7320",Paarl,KwaZulu-Natal,4089,Broadcast presenter,Zulu,15
'TV21684,Françoise,Martinez,Female,1978-02-14,47,Citizen,Democratic Republic of Congo,99130495,Retirement Visa,2024-07-23,2027-01-08,VIS63488,N/A,celine69@com,+33 5 17 33 76 02,"8, avenue Margaud Guillou, 19204 GrégoireBourg",Jacques,KwaZulu-Natal,78609,chargé de pharmacovigilance,French,7
'8901029763033,Siyabonga,Gumede,Male,1989-01-02,36,Citizen,South Africa,20230130,N/A,N/A,N/A,N/A,N/A,ymashiya@za.net,(695)205-6033x9523,"50 James Ithafa, Benoni, 2470",Potchefstroom,KwaZulu-Natal,8574,Economist,Zulu,N/A
'4405092780020,Thembile,Mbhulangwe,Female,1944-05-09,81,Citizen,South Africa,89158711,N/A,N/A,N/A,N/A,N/A,ndinisazenzele@za.net,(834)961-6853x8299,"196 Stanley Ithafa, Witbank, 8412",Benoni,North West,9554,Firefighter,Zulu,N/A
'9905271786046,Noxolo,Khonjwayo,Female,1999-05-27,26,Citizen,South Africa,72094619,N/A,N/A,N/A,N/A,N/A,sibongile75@co.za,4978185243,"541 High Umgwaqo, Springs, 6594",Krugersdorp,Gauteng,2781,Environmental manager,Zulu,N/A
'4210052546055,Thabisa,Nkumane,Female,1942-10-05,82,Citizen,South Africa,83556474,N/A,N/A,N/A,N/A,N/A,ogabhisa@africa.com,001-366-820-4585x28047,"119 Paul Kruger Isitaladi, Welkom, 3749",Benoni,Northern Cape,1345,Special effects artist,Zulu,N/A
'0305260929082,Nozibusiso,Gwamanda,Female,2003-05-26,22,Citizen,South Africa,64219253,N/A,N/A,N/A,N/A,N/A,cmfeka@africa.com,(450)863-1100,"1480 Milner Indawo, Chatsworth, 3137",Sasolburg,KwaZulu-Natal,8691,Biomedical engineer,Zulu,N/A
'8905095054038,Mzamo,Khathini,Male,1989-05-09,36,Permanent Resident,South Africa,48437198,N/A,N/A,N/A,N/A,N/A,jbikelwayo@za.net,001-640-550-7910x557,"632 Napier Indawo, Musina, 6904",Mahikeng,Free State,5929,Magazine features editor,Zulu,N/A
'PR67776047,Zibuyile,Mnyamande,Female,1987-10-24,37,Asylum Seeker,Tanzania,27155478,Corporate Visa,2023-07-05,2033-07-02,PER57970,N/A,thembekilemanana@org,934.892.0405x3929,"89 Churchill Isitaladi, Potchefstroom, 5229",Uitenhage,Eastern Cape,9913,Naval architect,Zulu,1
'AS180605,François,Gonzalez,Male,1994-11-13,30,Asylum Seeker,United States,457348202,Asylum Seeker Permit,2023-08-07,2025-08-06,ASP90157,Refugee Status Granted,clemence03@com,0179759202,"12, chemin de Navarro, 43150 Jacob",Lejeune,North West,89833,assistant de gestion en PME,French,13
'PR80227247,Zenzile,Gama,Female,1994-11-26,30,Citizen,Tanzania,35516384,Retirement Visa,2023-10-18,2033-10-15,PER16720,N/A,xmathebula@com,667.823.0968x77846,"73 William Indawo, Springs, 2285",eThekwini,Northern Cape,3026,"Engineer, maintenance (IT)",Zulu,17
'4210042409084,Thembeka,Magoza,Female,1942-10-04,82,Temporary Visa,South Africa,37211582,N/A,N/A,N/A,N/A,N/A,silondile81@co.za,001-698-237-9678x61574,"9809 James Isitaladi, Upington, 8765",Kathu,Eastern Cape,1878,"Surveyor, insurance",Zulu,N/A
'5101165806042,Sibusiso,Thabekhulu,Male,1951-01-16,74,Citizen,South Africa,14631417,N/A,N/A,N/A,N/A,N/A,abhejelibomvu@africa.com,(579)380-3969x2490,"60 Commissioner Umgwaqo, Stellenbosch, 8861",Bethlehem,Free State,9704,Network engineer,Zulu,N/A
'0404099808094,Mlungisi,Mbulaze,Male,2004-04-09,21,Citizen,South Africa,30962725,N/A,N/A,N/A,N/A,N/A,dlambulanomalanga@za.net,001-757-347-4994x91036,"1081 William Indawo, Krugersdorp, 5406",Kimberley,Mpumalanga,2353,Art therapist,Zulu,N/A
'0202088045083,Mthokozisi,Mehloluhlaza,Male,2002-02-08,23,Citizen,South Africa,99738722,N/A,N/A,N/A,N/A,N/A,hanele@za.net,+1-720-460-9325x544,"2328 Church Indawo, Polokwane, 6595",Paarl,Limpopo,2952,Marketing executive,Zulu,N/A
'6307218661003,Sibonelo,Bophela,Male,1963-07-21,62,Permanent Resident,South Africa,73135307,N/A,N/A,N/A,N/A,N/A,nomthandazomanana@za.net,6288605965,"535 Joseph Isitaladi, iBhayi, 1893",Stellenbosch,Limpopo,9192,Health physicist,Zulu,N/A
'PR94292819,Nomvula,Mdlanyoka,Female,1975-06-22,50,Temporary Visa,Botswana,BO596790,Relative's Visa,2024-09-18,2034-09-16,PER30835,N/A,engcemu@com,(995)427-7427x0944,"427 Queen Ithafa, Centurion, 4489",iKapa,Mpumalanga,2089,"Designer, industrial/product",Zulu,12
'PR65566009,Bhekizizwe,Sibindi,Female,1987-01-22,38,Citizen,Nigeria,N9729043,Corporate Visa,2025-02-17,2035-02-15,PER45569,N/A,hangalaandile@com.ng,001-844-876-4606x091,"4578 Church Indawo, Bloemfontein, 2993",Musina,Western Cape,6682,Special effects artist,Zulu,17
'TV18188,Zenzile,Mnyandu,Female,1974-11-22,50,Permanent Resident,Tanzania,71046113,Work Visa,2024-06-22,2026-06-14,VIS22809,N/A,londisizwejiyane@org,327-543-8290x6192,"935 Edward Indlela, iBhayi, 5555",eThekwini,Mpumalanga,5909,"Social research officer, government",Zulu,13
'7009077748037,Sphiwe,Mzolo,Male,1970-09-07,55,Citizen,South Africa,77913334,N/A,N/A,N/A,N/A,N/A,jabulanimshengu@africa.com,252.982.3101,"4065 Voortrekker Isitaladi, Randfontein, 7572",Welkom,Gauteng,7486,Risk manager,Zulu,N/A
'4304111928010,Thandazile,Sondisa,Female,1943-04-11,82,Citizen,South Africa,10083311,N/A,N/A,N/A,N/A,N/A,ambhulangwe@za.net,+1-362-660-9738,"52 Charles Indlela, Springs, 8079",Welkom,KwaZulu-Natal,5066,Fitness centre manager,Zulu,N/A
'AS630078,Zenzele,Mgabadeli,Male,1977-11-08,47,Citizen,Eswatini,29728815,Asylum Seeker Permit,2024-03-03,2026-03-03,ASP23516,Appeal Pending,bandile97@org,+1-815-957-7445,"57 Prince Umgwaqo, Musina, 1636",Krugersdorp,Mpumalanga,3763,Dealer,Zulu,6
'7208299376065,Sphiwe,Fanisa,Male,1972-08-29,53,Citizen,South Africa,26201746,N/A,N/A,N/A,N/A,N/A,thandeka61@co.za,(463)819-3067,"76 Elizabeth Isitaladi, Mahikeng, 4720",Klerksdorp,Mpumalanga,1012,Customer service manager,Zulu,N/A
'TV15803,Thabani,Mshengu,Male,1998-11-21,26,Citizen,Kenya,K2687145,Critical Skills Visa,2023-06-05,2025-12-18,VIS67959,N/A,mjaduvusumuzi@co.ke,+1-506-301-3090x673,"1910 Thomas Ithafa, Thohoyandou, 2025",George,Mpumalanga,8108,"Designer, furniture",Zulu,10
'8205296817096,Sibonelo,Mphazima,Male,1982-05-29,43,Permanent Resident,South Africa,64441596,N/A,N/A,N/A,N/A,N/A,vmasondo@co.za,482-916-8885x30732,"9178 George Umgwaqo, Potchefstroom, 2286",Mahikeng,Limpopo,9416,Bookseller,Zulu,N/A
'8305168776016,Mzamo,Manzi,Male,1983-05-16,42,Citizen,South Africa,38268209,N/A,N/A,N/A,N/A,N/A,silondile81@co.za,+1-484-744-1881x73973,"5242 Church Indlela, Klerksdorp, 1056",Mbombela,KwaZulu-Natal,7183,Hydrologist,Zulu,N/A
'PR57357997,Thabisa,Mnquhe,Female,1984-07-08,41,Citizen,Malawi,16364567,Critical Skills Visa,2024-04-07,2034-04-05,PER12228,N/A,thabani71@org,493-937-4398x174,"578 West Umgwaqo, Middelburg, 6613",Uitenhage,Free State,4937,Public relations officer,Zulu,17
'5604154804093,Nomasonto,Vunisa,Female,1956-04-15,69,Citizen,South Africa,30298763,N/A,N/A,N/A,N/A,N/A,mthokozisi43@africa.com,3043363511,"5277 Napier Indawo, Musina, 3128",uMgungundlovu,Gauteng,5723,"Social research officer, government",Zulu,N/A
'6610287695068,Minenhle,Sijadu,Male,1966-10-28,58,Citizen,South Africa,72047848,N/A,N/A,N/A,N/A,N/A,ngobisimusa@africa.com,+1-234-309-9765x29760,"5819 Thomas Isitaladi, Vereeniging, 1998",Soweto,KwaZulu-Natal,3225,Software engineer,Zulu,N/A
'9212160195088,Nomalanga,Madondo,Female,1992-12-16,32,Citizen,South Africa,39815874,N/A,N/A,N/A,N/A,N/A,sandilemngwemkhulu@africa.com,(782)466-6442x99199,"9864 Smith Umgwaqo, iBhayi, 3443",Boksburg,Mpumalanga,5330,Clinical biochemist,Zulu,N/A
'8304051988087,Thembisile,Mazwi,Female,1983-04-05,42,Permanent Resident,South Africa,61867921,N/A,N/A,N/A,N/A,N/A,bmageba@africa.com,939-648-8431x8900,"8740 York Umgwaqo, Chatsworth, 6531",Springs,KwaZulu-Natal,6384,Research scientist (life sciences),Zulu,N/A
'0204252415075,Nkazimulo,Mahlalela,Female,2002-04-25,23,Citizen,South Africa,93868084,N/A,N/A,N/A,N/A,N/A,nmavela@co.za,528-544-0395,"5058 Stanley Indawo, Klerksdorp, 1583",Bloemfontein,Limpopo,4837,Legal secretary,Zulu,N/A
'PR78862476,Mlungisi,Mjadu,Male,1973-08-18,52,Citizen,Zambia,58230656,Relative's Visa,2024-04-03,2034-04-01,PER67268,N/A,mabhodlanqobizitha@com,415.715.3529,"246 York Ithafa, iKapa, 1636",Springs,Eastern Cape,5969,Dietitian,Zulu,1
'AS287440,Dorothée,Maillet,Female,2003-06-03,22,Citizen,United Kingdom,459281621,Asylum Seeker Permit,2025-01-22,2027-01-22,ASP73889,Rejected,qgautier@uk.com,+33 5 32 32 18 48,"832, chemin Virginie Joly, 75831 Lombard-les-Bains",Bègue,Mpumalanga,60680,sportif de haut niveau,French,0
'PR13243063,Silondile,Vilakazi,Female,1997-08-24,28,Citizen,Nigeria,N2831907,Relative's Visa,2024-11-21,2034-11-19,PER83876,N/A,mayiselasibusisiwe@nigeria.com,339.511.4173x4527,"12 Charles Isitaladi, Rustenburg, 9594",Soweto,Western Cape,2478,"Engineer, aeronautical",Zulu,6
'8403081502027,Owethu,Majoka,Female,1984-03-08,41,Citizen,South Africa,47141548,N/A,N/A,N/A,N/A,N/A,bcibane@africa.com,3497389125,"3717 Albertina Sisulu Indlela, Musina, 3210",Rustenburg,Northern Cape,8788,Fashion designer,Zulu,N/A
'4810095418047,Sibusiso,Xulu,Male,1948-10-09,76,Citizen,South Africa,66358960,N/A,N/A,N/A,N/A,N/A,evundla@africa.com,921-784-9871,"436 Commissioner Isitaladi, Sasolburg, 2977",eThekwini,Northern Cape,8750,Ship broker,Zulu,N/A
'PR17845509,Sphiwe,Shelembe,Male,2002-08-02,23,Citizen,Lesotho,75984139,Retirement Visa,2022-12-07,2032-12-04,PER21334,N/A,jabulaninkwakha@org,2909422708,"9885 Somerset Ithafa, Boksburg, 4433",Vereeniging,Gauteng,1526,Recruitment consultant,Zulu,3
'PR70532145,Luyanda,Mthinti,Male,1984-01-05,41,Citizen,Zimbabwe,ZI428974,Critical Skills Visa,2023-03-01,2033-02-26,PER33149,N/A,zakheleshezi@zimbabwe.com,370.924.5602x40746,"448 Thomas Indawo, Mahikeng, 7825",Bethlehem,KwaZulu-Natal,7918,Museum education officer,Zulu,12
'9407285085037,Mzamo,Mvuyana,Male,1994-07-28,31,Permanent Resident,South Africa,20096204,N/A,N/A,N/A,N/A,N/A,magujwathuthukile@africa.com,706.759.5390x755,"720 Napier Indawo, Soweto, 7829",Centurion,Limpopo,6334,Computer games developer,Zulu,N/A
'TV67909,Gugulethu,Bhungane,Female,1973-07-11,52,Permanent Resident,Ethiopia,41971314,Relative's Visa,2023-06-22,2025-08-23,VIS93835,N/A,cmalembe@com,654-701-0062,"72 Smith Isitaladi, Springs, 2984",Kathu,Eastern Cape,6384,Facilities manager,Zulu,20
'0305318010050,Lungile,Phoswa,Male,2003-05-31,22,Permanent Resident,South Africa,41048131,N/A,N/A,N/A,N/A,N/A,thandekalangeni@za.net,+1-413-748-6781x9343,"9189 Napier Ithafa, Potchefstroom, 6362",Mbombela,Western Cape,9464,Charity fundraiser,Zulu,N/A
'TV61462,Mcebisi,Nkumane,Male,1999-12-09,25,Permanent Resident,Tanzania,26201102,Work Visa,2023-10-06,2024-09-15,VIS18514,N/A,omsomi@com,(435)270-8439x8375,"1745 William Isitaladi, Welkom, 9926",Mahikeng,Gauteng,6449,Travel agency manager,Zulu,19
'7504226737003,Thabani,Hhoyiyane,Male,1975-04-22,50,Asylum Seeker,South Africa,33328957,N/A,N/A,N/A,N/A,N/A,sphiwe73@za.net,721.846.8166x053,"7787 Walter Sisulu Umgwaqo, Bethlehem, 3645",Newcastle,KwaZulu-Natal,8589,"Editor, film/video",Zulu,N/A
'6303027271002,Lwandile,Dlamane,Male,1963-03-02,62,Citizen,South Africa,28317170,N/A,N/A,N/A,N/A,N/A,thembekilenombela@co.za,2578572211,"353 President Indawo, Vereeniging, 7342",Mahikeng,KwaZulu-Natal,1754,Transport planner,Zulu,N/A
'9306179835046,Vusumuzi,Sibeko,Male,1993-06-17,32,Citizen,South Africa,59156318,N/A,N/A,N/A,N/A,N/A,gthumbela@africa.com,230-288-2977,"67 Paul Kruger Umgwaqo, Witbank, 7918",Upington,Free State,7680,Architect,Zulu,N/A
'PR85724113,Simone,Marty,Female,2003-10-09,21,Citizen,United Kingdom,910838958,Business Visa,2025-07-06,2035-07-04,PER81629,N/A,icosta@uk.com,+33 5 24 23 37 92,"309, boulevard de Besson, 21766 Saint André-la-Forêt",Labbé,Eastern Cape,02741,professeur dans l'enseignement agricole,French,20
'5911109005054,Thabani,Mlotshwa,Male,1959-11-10,65,Citizen,South Africa,39244506,N/A,N/A,N/A,N/A,N/A,silondilebiyela@africa.com,001-329-313-6121x96353,"44 Jan Smuts Indlela, Sasolburg, 9892",Stellenbosch,Mpumalanga,9745,"Engineer, biomedical",Zulu,N/A
'9502217226039,Bandile,Ayize,Male,1995-02-21,30,Citizen,South Africa,22746952,N/A,N/A,N/A,N/A,N/A,sphiwe80@co.za,406.885.5566x29845,"7101 Napier Ithafa, Middelburg, 4258",George,Northern Cape,4507,"Biochemist, clinical",Zulu,N/A
'5503072486026,Thalente,Delwayo,Female,1955-03-07,70,Temporary Visa,South Africa,28914009,N/A,N/A,N/A,N/A,N/A,zenzele15@co.za,+1-627-894-2214x455,"18 Edward Isitaladi, Klerksdorp, 2510",Soweto,KwaZulu-Natal,4350,"Therapist, speech and language",Zulu,N/A
'4507026832018,Bhekani,Fakude,Male,1945-07-02,80,Citizen,South Africa,52529621,N/A,N/A,N/A,N/A,N/A,fsibindi@za.net,(343)889-8442,"6584 Rivonia Indawo, uMgungundlovu, 1498",Newcastle,Limpopo,9740,Careers information officer,Zulu,N/A
'5407222730002,Nonjabulo,Mgilija,Female,1954-07-22,71,Citizen,South Africa,53753605,N/A,N/A,N/A,N/A,N/A,mandlakhegoba@africa.com,001-946-780-5189x314,"5909 Albertina Sisulu Indawo, Vanderbijlpark, 9196",Polokwane,Mpumalanga,1679,"Radiographer, diagnostic",Zulu,N/A
'4409126637038,Minenhle,Mathula,Male,1944-09-12,81,Citizen,South Africa,70776576,N/A,N/A,N/A,N/A,N/A,sgatsheni@africa.com,754-298-3334x71856,"5290 Stanley Umgwaqo, Thohoyandou, 7476",Newcastle,Mpumalanga,7884,Building control surveyor,Zulu,N/A
'4407201696071,Busisiwe,Gina,Female,1944-07-20,81,Permanent Resident,South Africa,39899039,N/A,N/A,N/A,N/A,N/A,mandlakhe52@za.net,(748)338-3264x2486,"3609 Clarence Umgwaqo, iBhayi, 8955",Kathu,KwaZulu-Natal,3430,Art therapist,Zulu,N/A
'0102224418089,Sibusisiwe,Mdlalose,Female,2001-02-22,24,Citizen,South Africa,16651846,N/A,N/A,N/A,N/A,N/A,owethunonyana@co.za,455-617-6831,"5705 Long Isitaladi, Vereeniging, 8736",Tembisa,Northern Cape,7032,Telecommunications researcher,Zulu,N/A
'8111031288053,Nobuhle,Mbuyisa,Female,1981-11-03,43,Citizen,South Africa,99623082,N/A,N/A,N/A,N/A,N/A,nomathalentengobisi@co.za,+1-334-360-1487x36981,"95 High Indlela, eGoli, 4544",Krugersdorp,Free State,1988,Call centre manager,Zulu,N/A
'7202189312012,Mthokozisi,Nodlomo,Male,1972-02-18,53,Asylum Seeker,South Africa,64470231,N/A,N/A,N/A,N/A,N/A,thandazilefakude@co.za,(901)557-2535x593,"1945 Thomas Indawo, iKapa, 8641",iBhayi,Western Cape,5571,"Designer, ceramics/pottery",Zulu,N/A
'4705129530019,Lwandile,Khonjwayo,Male,1947-05-12,78,Citizen,South Africa,51411366,N/A,N/A,N/A,N/A,N/A,mzilathandiwe@co.za,459-967-0748x4514,"97 Nelson Mandela Ithafa, Welkom, 2567",Bloemfontein,Limpopo,1848,Advertising art director,Zulu,N/A
'5411115013090,Jabulani,Gcaleka,Male,1954-11-11,70,Citizen,South Africa,23463105,N/A,N/A,N/A,N/A,N/A,jabulani15@africa.com,(705)704-0042,"868 Napier Umgwaqo, Kathu, 1200",Boksburg,Northern Cape,5198,"Radiographer, diagnostic",Zulu,N/A
'0306155210027,Bhekani,Goba,Male,2003-06-15,22,Citizen,South Africa,26646293,N/A,N/A,N/A,N/A,N/A,busisiwemfeka@za.net,4749988421,"5217 Adelaide Ithafa, Bloemfontein, 8082",Kimberley,Mpumalanga,8955,"Teacher, primary school",Zulu,N/A
'0305015797093,Zenzele,Guliwe,Male,2003-05-01,22,Citizen,South Africa,56078779,N/A,N/A,N/A,N/A,N/A,msindazwesandile@za.net,658.869.1801,"8689 Victoria Indawo, Benoni, 6799",Welkom,North West,4727,Medical sales representative,Zulu,N/A
