ID Number,First Name,Last Name,Gender,Date of Birth,Age,Immigration Status,Country of Origin,Passport Number,Visa Type,Visa Issue Date,Visa Expiry Date,Permit Number,Asylum Status,Biometric Score,Email,Phone Number,Address,City,Province,Postal Code,Occupation,Language,Years in SA
'PR48606582,Maria,Scheel,Female,1985-08-15,40,Citizen,Germany,183172289,Retirement Visa,2023-07-08,2033-07-05,PER89237,N/A,0.65,anne-katrinstroh@germany.com,+49(0)5545 315830,"Hannes-Weitzel-Allee 1, 49335 Wolgast",Uelzen,Mpumalanga,33374,Forstwirt,German,16
'0302229510004,SimphiweyiNkosi,Mazalankosi,Male,2003-02-22,22,Citizen,South Africa,66910111,N/A,N/A,N/A,N/A,N/A,0.85,jabulanibhebhe@za.net,(943)589-8225x6936,"54 Elizabeth Indawo, Tembisa, 6626",Vereeniging,Limpopo,4463,"Buyer, retail",Zulu,N/A
'4502132387099,Nomathemba,Mlondo,Female,1945-02-13,80,Asylum Seeker,South Africa,43083036,N/A,N/A,N/A,N/A,N/A,1.0,dumisile91@co.za,001-642-289-7360,"312 Rivonia Isitaladi, Mahikeng, 9320",Chatsworth,North West,7963,Economist,Zulu,N/A
'4804167491010,Mthokozisi,Khoza,Male,1948-04-16,77,Permanent Resident,South Africa,63562154,N/A,N/A,N/A,N/A,N/A,0.99,lukheleminenhle@co.za,573.658.3324x0080,"22 Victoria Indawo, Uitenhage, 4044",Rustenburg,Gauteng,9412,Sub,Zulu,N/A
'4102052383012,Silondile,Ndlanzi,Female,1941-02-05,84,Citizen,South Africa,72260448,N/A,N/A,N/A,N/A,N/A,0.86,nomcebo25@africa.com,288-892-6937x302,"635 Queen Ithafa, Witbank, 5855",Bloemfontein,Limpopo,1953,"Geologist, wellsite",Zulu,N/A
'4310138534067,Zenzele,Shabane,Male,1943-10-13,81,Citizen,South Africa,41628780,N/A,N/A,N/A,N/A,N/A,0.96,vusumuziludonga@co.za,(764)734-0185,"836 Edward Indlela, Polokwane, 5501",Chatsworth,Mpumalanga,5200,Financial manager,Zulu,N/A
'4306238439072,Zenzele,Nkwanyana,Male,1943-06-23,82,Citizen,South Africa,73582024,N/A,N/A,N/A,N/A,N/A,0.83,vusumuzi44@co.za,(656)919-4891,"28 Stanley Isitaladi, Potchefstroom, 7621",Centurion,Mpumalanga,8376,Primary school teacher,Zulu,N/A
'9402109244028,Jabulani,Mazibuko,Male,1994-02-10,31,Citizen,South Africa,26843739,N/A,N/A,N/A,N/A,N/A,0.79,dumisani07@co.za,+1-402-890-4820x15882,"82 Long Indawo, Paarl, 7990",Kathu,Eastern Cape,6077,Data scientist,Zulu,N/A
'9601116529011,Sphiwe,Shandu,Male,1996-01-11,29,Citizen,South Africa,76766972,N/A,N/A,N/A,N/A,N/A,0.93,simelanethandeka@africa.com,270-527-6839,"40 Joseph Umgwaqo, Boksburg, 1566",Middelburg,Mpumalanga,5990,"Civil engineer, consulting",Zulu,N/A
'4103116701042,Langalibalele,Mangcamane,Male,1941-03-11,84,Citizen,South Africa,23276156,N/A,N/A,N/A,N/A,N/A,0.81,nomvulamaphalala@co.za,(473)529-0074,"640 Prince Indawo, Upington, 6762",Bloemfontein,Free State,9651,Youth worker,Zulu,N/A
'6110137975011,Mlungisi,Gabhisa,Male,1961-10-13,63,Citizen,South Africa,60908295,N/A,N/A,N/A,N/A,N/A,0.83,iphakathwayo@africa.com,+1-561-674-6540x985,"726 George Umgwaqo, Klerksdorp, 2032",Tembisa,Western Cape,1100,Dietitian,Zulu,N/A
'AS812156,Louise,Olivier,Female,1991-09-07,34,Temporary Visa,France,792920210,Asylum Seeker Permit,2025-07-09,2027-07-09,ASP63018,Rejected,0.63,hsamson@france.com,+33 (0)3 29 84 13 08,"881, avenue Lucas Le Roux, 76427 Navarro",Mahe,KwaZulu-Natal,92436,animateur du patrimoine,French,19
'4503155660085,Sandile,Mgenge,Male,1945-03-15,80,Permanent Resident,South Africa,15038101,N/A,N/A,N/A,N/A,N/A,0.76,qnyawo@za.net,+1-897-881-5560x65839,"5368 York Indawo, Mahikeng, 9724",Benoni,Eastern Cape,1090,"Surveyor, building",Zulu,N/A
'4705145371060,Thando,Mqadi,Male,1947-05-14,78,Citizen,South Africa,28431337,N/A,N/A,N/A,N/A,N/A,0.91,msokazizibuyile@za.net,8702031024,"580 King Isitaladi, Benoni, 9758",Thohoyandou,Free State,1208,Photographer,Zulu,N/A
'5302214519013,Nomvula,Dlebenkomo,Female,1953-02-21,72,Citizen,South Africa,82868208,N/A,N/A,N/A,N/A,N/A,0.84,vumisandumiso@za.net,615-899-3159x829,"27 James Isitaladi, eGoli, 9716",Mahikeng,North West,4681,Science writer,Zulu,N/A
'5908131345050,Sibusisiwe,Nzama,Female,1959-08-13,66,Citizen,South Africa,29887067,N/A,N/A,N/A,N/A,N/A,0.72,mgaselazenzele@africa.com,(517)262-2176,"72 James Isitaladi, Vanderbijlpark, 7572",uMgungundlovu,North West,5460,Exhibition designer,Zulu,N/A
'4301172701077,Nomusa,Khathide,Female,1943-01-17,82,Citizen,South Africa,96364804,N/A,N/A,N/A,N/A,N/A,1.0,jkhumalo@co.za,786-458-5234,"136 Short Umgwaqo, Soweto, 3279",Uitenhage,Northern Cape,3188,Risk analyst,Zulu,N/A
'7511239205044,Thalente,Thela,Male,1975-11-23,49,Citizen,South Africa,30963681,N/A,N/A,N/A,N/A,N/A,0.97,thabisilendlangamandla@africa.com,478-895-3075,"77 Clarence Indawo, Kimberley, 4010",Potchefstroom,Mpumalanga,2684,Diagnostic radiographer,Zulu,N/A
'PR13338002,Bandile,Fakazi,Male,1981-07-17,44,Citizen,Zimbabwe,ZI894718,Retirement Visa,2023-10-12,2033-10-09,PER29825,N/A,0.92,mangcamanenonhlanhla@zimbabwe.com,+1-713-340-5285x001,"6993 Adelaide Ithafa, Uitenhage, 4893",Vereeniging,Western Cape,6809,"Therapist, sports",Zulu,11
'9901246527010,Musa,Dludla,Male,1999-01-24,26,Temporary Visa,South Africa,68999590,N/A,N/A,N/A,N/A,N/A,0.82,olwethugwagwa@co.za,935-774-1010x7701,"57 Thomas Umgwaqo, Rustenburg, 1951",uMgungundlovu,North West,4179,Social worker,Zulu,N/A
'5507159996034,Bandile,Mkhatshwa,Male,1955-07-15,70,Citizen,South Africa,97154707,N/A,N/A,N/A,N/A,N/A,0.87,gngiba@co.za,553-913-5953,"8751 Frere Indlela, eThekwini, 8584",Bloemfontein,Western Cape,8046,"Teacher, secondary school",Zulu,N/A
'TV23404,Sibonelo,Mayeza,Male,1973-08-21,52,Citizen,Lesotho,19533068,Retirement Visa,2022-12-09,2024-05-23,VIS43200,N/A,0.7,xmhayise@net,001-289-633-5064x8967,"6859 Victoria Umgwaqo, Centurion, 6796",Bloemfontein,North West,8827,Exhibition designer,Zulu,3
'TV79056,Thando,Andile,Male,1999-09-06,26,Citizen,Tanzania,69278014,Business Visa,2025-05-15,2026-08-02,VIS94059,N/A,0.86,mnqobi59@net,001-639-881-1634x42469,"5093 Frere Ithafa, Soweto, 9676",Benoni,Northern Cape,1862,Archivist,Zulu,11
'PR58968768,Tomé,Nunes,Male,1992-04-04,33,Citizen,Mozambique,MO717605,Critical Skills Visa,2024-10-10,2034-10-08,PER36311,N/A,0.94,emiliamorais@co.mz,(351) 960630095,"R. de Ulisses, 2, 8989-126 Penafiel",Cartaxo,North West,3517-021,Produtor e trabalhador qualificado na produção de suínos,Portuguese,3
'8801078663074,Mzamo,Nhlengethwa,Male,1988-01-07,37,Citizen,South Africa,84842449,N/A,N/A,N/A,N/A,N/A,0.81,xluthuli@africa.com,001-362-960-6412x3108,"9228 Elizabeth Indlela, Bethlehem, 4721",Upington,Eastern Cape,8684,Air cabin crew,Zulu,N/A
'4408119648080,Sandile,Sishiya,Male,1944-08-11,81,Citizen,South Africa,98544006,N/A,N/A,N/A,N/A,N/A,0.95,dumisani72@africa.com,(553)469-8440x76190,"94 Church Ithafa, Chatsworth, 4033",George,Limpopo,4745,Personal assistant,Zulu,N/A
'9911301489026,Siphesihle,Wanda,Female,1999-11-30,25,Citizen,South Africa,83607368,N/A,N/A,N/A,N/A,N/A,0.7,thembekasomfula@co.za,001-738-833-4343,"4743 Thomas Ithafa, Centurion, 5427",Klerksdorp,Western Cape,7971,Regulatory affairs officer,Zulu,N/A
'4801073070011,Olwethu,Khwela,Female,1948-01-07,77,Citizen,South Africa,38328811,N/A,N/A,N/A,N/A,N/A,0.79,amahle23@co.za,2059045072,"561 Long Isitaladi, Uitenhage, 7333",Musina,North West,6143,"Clinical scientist, histocompatibility and immunogenetics",Zulu,N/A
'PR39062943,Nqobizitha,Bhembe,Female,1975-05-11,50,Citizen,Tanzania,77098496,Corporate Visa,2024-09-10,2034-09-08,PER81691,N/A,0.79,cnowanqa@org,988-523-1525,"7077 Short Indawo, Newcastle, 8327",Kimberley,North West,9577,Regulatory affairs officer,Zulu,2
'9310263752080,Nomalanga,Mkhatshwa,Female,1993-10-26,31,Citizen,South Africa,18566897,N/A,N/A,N/A,N/A,N/A,0.91,bhekisisashabalala@africa.com,(771)209-3023x475,"74 York Ithafa, Stellenbosch, 8758",George,Eastern Cape,5854,"Geologist, wellsite",Zulu,N/A
'8812290755082,Nobuhle,Dludlu,Female,1988-12-29,36,Citizen,South Africa,14349239,N/A,N/A,N/A,N/A,N/A,0.78,thabisilemanana@za.net,342-886-0585,"931 President Indlela, Chatsworth, 4925",Stellenbosch,North West,4034,Sports administrator,Zulu,N/A
'6401317365033,Musa,Maphalala,Male,1964-01-31,61,Citizen,South Africa,96777107,N/A,N/A,N/A,N/A,N/A,0.96,bhekisisantshangase@za.net,(500)295-7844,"9039 Frere Umgwaqo, Stellenbosch, 5677",Thohoyandou,Mpumalanga,1701,Product/process development scientist,Zulu,N/A
'4206290393085,Zinhle,Ntanzi,Female,1942-06-29,83,Temporary Visa,South Africa,87511358,N/A,N/A,N/A,N/A,N/A,0.77,mbonambinobuhle@za.net,001-430-248-4601,"82 Frere Umgwaqo, Upington, 3924",Mbombela,Northern Cape,1064,"Civil engineer, consulting",Zulu,N/A
'TV33057,Mthokozisi,Dubandlela,Male,1979-04-17,46,Citizen,Kenya,K3042005,Retirement Visa,2024-10-31,2027-04-20,VIS56239,N/A,0.54,ndlelathabisa@co.ke,297.962.0802x708,"90 Voortrekker Indlela, Vanderbijlpark, 7940",Musina,North West,4330,Research scientist (medical),Zulu,14
'0511277077024,Mzamo,Ngobese,Male,2005-11-27,19,Citizen,South Africa,14531753,N/A,N/A,N/A,N/A,N/A,0.97,kxala@co.za,405-896-2156x1256,"980 Edward Umgwaqo, Musina, 8139",iBhayi,KwaZulu-Natal,3770,Marine scientist,Zulu,N/A
'TV12505,Nomasonto,Gininda,Female,1971-08-25,54,Citizen,Zimbabwe,ZI250626,Business Visa,2023-05-13,2024-07-17,VIS77078,N/A,0.68,lnyandeni@co.zw,6388617753,"232 Albertina Sisulu Indlela, Vanderbijlpark, 9115",uMgungundlovu,Gauteng,2070,"Secretary, company",Zulu,0
'7009146887050,Jabulani,Mshazi,Male,1970-09-14,55,Citizen,South Africa,80695162,N/A,N/A,N/A,N/A,N/A,0.72,nomathemba93@africa.com,7524254396,"891 Edward Indlela, Soweto, 2045",Bloemfontein,North West,6443,"Engineer, electronics",Zulu,N/A
'9211239247098,Sandile,Mveni,Male,1992-11-23,32,Permanent Resident,South Africa,71028272,N/A,N/A,N/A,N/A,N/A,0.74,ykhabalidaka@co.za,612-841-5964,"7016 King Isitaladi, Chatsworth, 5337",eGoli,Mpumalanga,3912,Computer games developer,Zulu,N/A
'5106053061025,Sibongile,Mshibe,Female,1951-06-05,74,Citizen,South Africa,35020169,N/A,N/A,N/A,N/A,N/A,0.87,mbuyisaminenhle@africa.com,(526)495-1869,"47 Elizabeth Ithafa, Centurion, 3214",Randfontein,Western Cape,7415,Recruitment consultant,Zulu,N/A
'0111200898022,Sibusisiwe,Mngoma,Female,2001-11-20,23,Citizen,South Africa,38608244,N/A,N/A,N/A,N/A,N/A,0.8,dmbonambi@za.net,(542)534-8160x195,"25 Long Isitaladi, Potchefstroom, 9970",Newcastle,Northern Cape,4611,"Nurse, learning disability",Zulu,N/A
'0112301318084,Bhekokwakhe,Dukada,Female,2001-12-30,23,Temporary Visa,South Africa,59560760,N/A,N/A,N/A,N/A,N/A,0.71,amahleblose@za.net,537.843.7980x468,"9369 Prince Isitaladi, Kimberley, 5573",Springs,Free State,2006,Chief of Staff,Zulu,N/A
'TV74303,Yves,Poulain,Male,1997-04-25,28,Permanent Resident,United States,516670720,Relative's Visa,2023-02-03,2024-07-09,VIS98888,N/A,0.81,sebastien83@us.com,0232047444,"25, chemin Cécile Roy, 16288 Saint Emmanuelle-la-Forêt",Saint Eugène,Gauteng,47582,chargé de veille législative et réglementaire,French,10
'0408266964032,Andile,Macingwane,Male,2004-08-26,21,Citizen,South Africa,49192123,N/A,N/A,N/A,N/A,N/A,0.82,nomvulamzimela@co.za,(898)702-3041x183,"565 Adelaide Umgwaqo, Krugersdorp, 9835",eGoli,Free State,8201,Advertising account planner,Zulu,N/A
'PR70525473,Nobantu,Ndlovu,Female,1973-12-24,51,Temporary Visa,Zimbabwe,ZI909493,Critical Skills Visa,2023-07-16,2033-07-13,PER14988,N/A,0.63,fsibhene@co.zw,939-245-4438x1033,"32 Commissioner Indawo, Witbank, 5067",Vanderbijlpark,KwaZulu-Natal,6932,"Designer, television/film set",Zulu,11
'6601244426012,Nomathemba,Mzimela,Female,1966-01-24,59,Citizen,South Africa,99867840,N/A,N/A,N/A,N/A,N/A,0.79,ohlabangane@africa.com,(285)608-6496x0585,"920 Churchill Umgwaqo, George, 6529",Mbombela,Limpopo,3406,Merchant navy officer,Zulu,N/A
'7305107713086,Jabulani,Nombhoco,Male,1973-05-10,52,Citizen,South Africa,78933055,N/A,N/A,N/A,N/A,N/A,0.79,nokulunga41@za.net,670.981.9849,"419 Jan Smuts Indawo, Upington, 1235",Boksburg,KwaZulu-Natal,6666,Civil Service administrator,Zulu,N/A
'5306131190049,Thembeka,Nzama,Female,1953-06-13,72,Citizen,South Africa,62477661,N/A,N/A,N/A,N/A,N/A,0.75,thandiwemboko@za.net,926-207-2203x6373,"9590 West Indlela, iKapa, 8654",Mahikeng,Eastern Cape,6341,Advice worker,Zulu,N/A
'TV28459,शर्म,मित्रा,Male,1991-06-15,34,Citizen,India,21231333,Business Visa,2023-04-01,2024-09-14,VIS18180,N/A,0.53,sonlmistrii@india.com,+91 6821896183,"21/983 शंकर द्विवेदी, अन्तर्गत 790163",देवास,Limpopo,419089,Interior and spatial designer,Hindi,4
'TV31670,Sibongile,Mkhathini,Female,1980-12-27,44,Citizen,Lesotho,85256170,Work Visa,2025-08-15,2027-09-04,VIS58927,N/A,0.66,pmajola@org,824.217.8671x847,"362 Napier Indawo, Rustenburg, 7811",Upington,Western Cape,7044,Bonds trader,Zulu,20
'4404234074084,Thandiwe,Magwaza,Female,1944-04-23,81,Citizen,South Africa,68574825,N/A,N/A,N/A,N/A,N/A,0.92,mdotshanasiphesihle@africa.com,565-574-1565x06115,"4385 Smith Indlela, Paarl, 1042",Polokwane,Eastern Cape,4312,Firefighter,Zulu,N/A
'PR84119821,Nomagugu,Gamede,Female,1992-03-15,33,Citizen,Botswana,BO544309,Relative's Visa,2024-03-19,2034-03-17,PER29960,N/A,0.75,mcwayethuthukile@org,351.486.8103x8795,"642 Churchill Umgwaqo, Chatsworth, 1692",Mahikeng,Free State,5799,"Designer, furniture",Zulu,5
'PR67485018,Sibusiso,Mnqamu,Male,1971-03-09,54,Citizen,Zambia,31414616,Relative's Visa,2024-07-09,2034-07-07,PER10469,N/A,0.78,mahlinzanozizwe@org,411.527.7470x349,"5405 Queen Ithafa, Bloemfontein, 2172",Sasolburg,Eastern Cape,2907,Neurosurgeon,Zulu,10
'4809206119036,Vusumuzi,Mahlobo,Male,1948-09-20,77,Citizen,South Africa,77238855,N/A,N/A,N/A,N/A,N/A,0.75,sandile19@africa.com,909.802.0750x835,"44 Milner Umgwaqo, Musina, 4073",eGoli,Free State,9137,"Optician, dispensing",Zulu,N/A
'4408227978076,Sibonelo,Ntanzi,Male,1944-08-22,81,Permanent Resident,South Africa,41746554,N/A,N/A,N/A,N/A,N/A,0.87,thembilenongalaza@za.net,232.699.1386x40846,"239 Nelson Mandela Isitaladi, iBhayi, 3439",Rustenburg,Eastern Cape,3637,"Engineer, manufacturing",Zulu,N/A
'0006268055022,Siyabonga,Ndlovu,Male,2000-06-26,25,Citizen,South Africa,40240258,N/A,N/A,N/A,N/A,N/A,0.97,mlabanonjabulo@co.za,355-342-2120,"2076 Short Ithafa, Vanderbijlpark, 4363",Chatsworth,North West,8875,TEFL teacher,Zulu,N/A
'8108016136025,Nhlanhla,Jamasijadu,Male,1981-08-01,44,Permanent Resident,South Africa,24302548,N/A,N/A,N/A,N/A,N/A,0.9,silondile95@co.za,915.507.3510x41509,"9512 Frere Umgwaqo, Soweto, 8263",iKapa,Mpumalanga,8984,Research scientist (medical),Zulu,N/A
'PR97243433,Dumisile,Mpumuza,Female,1997-08-20,28,Citizen,Nigeria,N9188845,Retirement Visa,2024-11-29,2034-11-27,PER74328,N/A,0.9,cmbuyisa@com.ng,+1-818-907-7935x29609,"821 Albertina Sisulu Isitaladi, Mbombela, 9800",uMgungundlovu,Gauteng,4680,"Administrator, arts",Zulu,2
'5811028825077,Bhekani,Simelane,Male,1958-11-02,66,Citizen,South Africa,34572810,N/A,N/A,N/A,N/A,N/A,0.96,mlungisi44@za.net,(558)841-1625,"5516 King Ithafa, iKapa, 6931",Kimberley,North West,9195,"Librarian, public",Zulu,N/A
'6109191479010,Zakhele,Thwala,Female,1961-09-19,64,Citizen,South Africa,88669955,N/A,N/A,N/A,N/A,N/A,0.94,lwandlethembekile@co.za,238-892-9228x9798,"5746 Cecil Umgwaqo, Springs, 7645",Paarl,North West,8251,"Research officer, trade union",Zulu,N/A
'8805233530008,Nozibusiso,Mondise,Female,1988-05-23,37,Citizen,South Africa,29996151,N/A,N/A,N/A,N/A,N/A,0.8,zenzile35@co.za,+1-713-928-8478x40172,"16 Voortrekker Umgwaqo, Soweto, 7682",Potchefstroom,Eastern Cape,3138,Writer,Zulu,N/A
'9206039812091,Musa,Manana,Male,1992-06-03,33,Permanent Resident,South Africa,44298178,N/A,N/A,N/A,N/A,N/A,0.97,sibisisibongile@africa.com,756.852.2574x48252,"427 West Ithafa, Mbombela, 2112",Musina,Limpopo,1297,"Programmer, multimedia",Zulu,N/A
'5903211556030,Thembisile,Mbunjwa,Female,1959-03-21,66,Citizen,South Africa,78816345,N/A,N/A,N/A,N/A,N/A,0.85,dlawuzalondisizwe@africa.com,(763)889-3752x3659,"36 Stanley Indawo, Welkom, 8921",iBhayi,Free State,7559,Pensions consultant,Zulu,N/A
'TV35688,Mlungisi,Ximba,Male,2000-08-19,25,Citizen,Malawi,99882283,Business Visa,2023-01-27,2025-08-12,VIS15487,N/A,0.84,manzezulusithembiso@net,001-863-232-4563x944,"923 Oxford Ithafa, uMgungundlovu, 5533",Paarl,Limpopo,2575,Marketing executive,Zulu,19
'9303196029018,Luyanda,Nombhoco,Male,1993-03-19,32,Permanent Resident,South Africa,86140007,N/A,N/A,N/A,N/A,N/A,0.83,thabisilegabhisa@za.net,(890)911-6564x4146,"2648 West Indawo, Krugersdorp, 8284",Thohoyandou,Northern Cape,1717,Toxicologist,Zulu,N/A
'TV61065,Musa,Fenya,Male,2004-02-19,21,Citizen,Kenya,K6448993,Critical Skills Visa,2023-12-11,2025-08-08,VIS86152,N/A,0.56,mselekubhekokwakhe@co.ke,(787)515-0109x226,"404 Oxford Indawo, Upington, 9608",Bloemfontein,KwaZulu-Natal,8348,Dealer,Zulu,19
'8701039007078,Jabulani,Duma,Male,1987-01-03,38,Citizen,South Africa,59193001,N/A,N/A,N/A,N/A,N/A,0.99,thandiwe58@za.net,+1-802-727-5835x82977,"22 King Umgwaqo, Soweto, 3425",Kathu,Northern Cape,2843,Web designer,Zulu,N/A
'9702131705064,Zibuyile,Ngwenya,Female,1997-02-13,28,Citizen,South Africa,56117732,N/A,N/A,N/A,N/A,N/A,0.85,thembekilemagoza@co.za,960-801-3624,"6651 Paul Kruger Ithafa, Welkom, 1083",Thohoyandou,Eastern Cape,8337,Sports administrator,Zulu,N/A
'PR41268867,Ndumiso,Bhembe,Female,1972-12-05,52,Citizen,Kenya,K8095513,Business Visa,2025-05-20,2035-05-18,PER21424,N/A,0.94,mbonambiluyanda@co.ke,+1-232-909-4814x347,"34 Churchill Indlela, Bloemfontein, 9911",Vereeniging,KwaZulu-Natal,7931,Records manager,Zulu,3
'5112195081062,Mlungisi,Lutholoni,Male,1951-12-19,73,Citizen,South Africa,40464574,N/A,N/A,N/A,N/A,N/A,0.97,bantwinijabulani@co.za,+1-811-500-5443x82159,"9902 Walter Sisulu Umgwaqo, Potchefstroom, 8081",iKapa,KwaZulu-Natal,4237,"Designer, interior/spatial",Zulu,N/A
'4202130586094,Nomusa,Maduna,Female,1942-02-13,83,Permanent Resident,South Africa,52474523,N/A,N/A,N/A,N/A,N/A,0.76,lwandiledludla@za.net,272.549.8182x0873,"6438 Adelaide Indawo, Tembisa, 1614",Centurion,Western Cape,3719,Adult nurse,Zulu,N/A
'6008318393093,Mzamo,Mlalane,Male,1960-08-31,65,Citizen,South Africa,44227681,N/A,N/A,N/A,N/A,N/A,0.71,znzuza@co.za,882-420-8547x113,"6919 Grey Indlela, Polokwane, 4632",eGoli,Free State,3222,Hotel manager,Zulu,N/A
'PR38604194,Mthokozisi,Mpofana,Male,2001-09-15,24,Citizen,Botswana,BO548853,Critical Skills Visa,2022-10-15,2032-10-12,PER65686,N/A,0.73,mandla32@net,9283645731,"67 Smith Indlela, Krugersdorp, 7263",Musina,Northern Cape,7616,Aid worker,Zulu,16
'7509154051045,Zinhle,Gambuse,Female,1975-09-15,50,Citizen,South Africa,80473464,N/A,N/A,N/A,N/A,N/A,0.94,ephungula@za.net,937-482-3264,"816 Albertina Sisulu Isitaladi, Sasolburg, 1587",Rustenburg,KwaZulu-Natal,7534,Research scientist (maths),Zulu,N/A
'TV10512,Nathalie,De Sousa,Female,1993-09-08,32,Citizen,France,620752956,Business Visa,2022-12-01,2023-05-10,VIS67134,N/A,0.56,dijouxemile@fr,+33 4 20 59 08 90,"chemin Peltier, 24739 Moreno",Blanchet,Western Cape,55542,technicien de la circulation ferroviaire SNCF,French,20
'5602045045013,Zenzele,Caluza,Male,1956-02-04,69,Permanent Resident,South Africa,89369049,N/A,N/A,N/A,N/A,N/A,0.71,jmkhithi@africa.com,9079826954,"617 Gandhi Umgwaqo, Rustenburg, 2370",Stellenbosch,North West,3715,Higher education lecturer,Zulu,N/A
'TV20079,Birgitt,Kraus,Female,2000-10-08,24,Citizen,Germany,689669030,Study Visa,2024-08-28,2026-03-19,VIS16056,N/A,0.78,ditmarpeukert@germany.com,0267378814,"Janine-Briemer-Ring 4907, 71869 Bersenbrück",Zossen,Gauteng,53972,Florist,German,15
'TV14272,俊,赵,Male,1982-11-25,42,Citizen,China,72509561,Work Visa,2024-02-14,2026-03-11,VIS91214,N/A,0.88,tmo@com.cn,13924807178,浙江省亮县秀英周街j座 327564,贵阳县,Mpumalanga,546655,板房/楦头/底格出格师,Mandarin,10
'8201051284050,Thabisa,Mbonambi,Female,1982-01-05,43,Citizen,South Africa,50848749,N/A,N/A,N/A,N/A,N/A,0.76,gmaduna@za.net,473-795-1945x5291,"880 Paul Kruger Isitaladi, Upington, 8676",Sasolburg,North West,7740,Psychiatric nurse,Zulu,N/A
'8405229802099,Bhekani,Msimang,Male,1984-05-22,41,Citizen,South Africa,63734771,N/A,N/A,N/A,N/A,N/A,0.83,jibelalangalibalele@co.za,001-800-886-0613x58922,"73 Paul Kruger Umgwaqo, eGoli, 7105",Bloemfontein,Northern Cape,3630,Accounting technician,Zulu,N/A
'7210069259079,Mandla,Vundla,Male,1972-10-06,53,Citizen,South Africa,12421895,N/A,N/A,N/A,N/A,N/A,0.83,hadebethabani@co.za,+1-299-435-6259,"14 Grey Indawo, eThekwini, 7108",uMgungundlovu,KwaZulu-Natal,5823,Paediatric nurse,Zulu,N/A
'PR14351075,Mnqobi,Mahulube,Female,1999-10-06,26,Citizen,Ghana,G3327509,Business Visa,2022-10-10,2032-10-07,PER33167,N/A,0.65,zenzele89@ghana.com,(347)661-7796,"1774 Prince Ithafa, Stellenbosch, 5113",eThekwini,North West,2291,Insurance account manager,Zulu,5
'TV31135,हर्शल,अगरवाल,Male,1995-05-13,30,Citizen,India,47832135,Relative's Visa,2025-04-23,2026-02-28,VIS44696,N/A,0.75,piitaambr76@co.in,+91 377 9585247,"5 सितारा सक्सेना, देवास-420003",अमरावती,Limpopo,956471,"Programmer, multimedia",Hindi,4
'0308031111098,Nomathalente,Mageba,Female,2003-08-03,22,Citizen,South Africa,16679979,N/A,N/A,N/A,N/A,N/A,0.88,zinhle94@za.net,001-688-543-1803x88638,"9284 Voortrekker Isitaladi, Bloemfontein, 6909",Soweto,Limpopo,1965,Cartographer,Zulu,N/A
'7209020638078,Zibuyile,Ntanzi,Female,1972-09-02,53,Citizen,South Africa,79283931,N/A,N/A,N/A,N/A,N/A,0.88,kmngoma@za.net,947.703.0081,"96 Milner Ithafa, Thohoyandou, 4016",Mahikeng,Limpopo,9174,Horticultural consultant,Zulu,N/A
'TV57030,Thabisa,Ndabase,Female,1976-10-15,48,Citizen,Malawi,57516977,Retirement Visa,2025-01-11,2027-05-12,VIS39991,N/A,0.7,siyabonganhlabathi@net,989-468-7934x0193,"492 Queen Indlela, Thohoyandou, 7035",George,North West,5317,Warden/ranger,Zulu,20
'4705155135048,Lungile,Mkhatshwa,Male,1947-05-15,78,Permanent Resident,South Africa,92448595,N/A,N/A,N/A,N/A,N/A,0.83,sibusisoayanda@co.za,624-698-6147x33212,"2230 High Indawo, Tembisa, 6651",Benoni,North West,1083,Sales promotion account executive,Zulu,N/A
'5302073174030,Nomalanga,Lukhele,Female,1953-02-07,72,Temporary Visa,South Africa,79789943,N/A,N/A,N/A,N/A,N/A,0.99,hlabisasiyabonga@za.net,(906)636-4108,"4264 Adelaide Umgwaqo, Benoni, 8851",iBhayi,Gauteng,7750,"Engineer, aeronautical",Zulu,N/A
'8711138784005,Minenhle,Hadebe,Male,1987-11-13,37,Permanent Resident,South Africa,52798026,N/A,N/A,N/A,N/A,N/A,0.89,thembilemnyamande@za.net,532.825.6367x16842,"8625 Victoria Isitaladi, Potchefstroom, 1321",Musina,Western Cape,7778,"Psychologist, educational",Zulu,N/A
'5606131954051,Nomasonto,Ntenga,Female,1956-06-13,69,Citizen,South Africa,85209061,N/A,N/A,N/A,N/A,N/A,0.86,meyiwasithembiso@za.net,+1-266-298-2538,"9058 Joseph Indlela, Benoni, 6166",Paarl,North West,3925,Set designer,Zulu,N/A
'AS344153,Mzamo,Mncube,Male,1977-06-19,48,Citizen,Lesotho,76982731,Asylum Seeker Permit,2023-02-24,2025-02-23,ASP88757,Refugee Status Granted,0.55,vnsele@com,+1-285-881-7034x317,"145 Oxford Isitaladi, Kathu, 2244",Polokwane,Limpopo,9767,Secretary/administrator,Zulu,0
'9208020098041,Thandeka,Mjoli,Female,1992-08-02,33,Citizen,South Africa,57494021,N/A,N/A,N/A,N/A,N/A,0.97,thabanimakhanya@africa.com,5523936984,"92 James Umgwaqo, Mbombela, 2197",Stellenbosch,Western Cape,2516,Travel agency manager,Zulu,N/A
